unani_herb__formulations,botanic_name,parts_used,temperament,ingredients,diseases,symptoms_relieved,dosage,treatment,unnamed:_9,unani_herb__formulations_ur,botanic_name_ur,parts_used_ur,temperament_ur,ingredients_ur,diseases_ur,symptoms_relieved_ur,dosage_ur,treatment_ur
Habb-e-Qatil-e-Deedan,not specified,not specified,cold dry,['zeera siyah 300 g'],['deedan e ama'],['qatil e deedan e ama'],5 to 10 g,the herb formulation is used in the treatment of deedan e ama,,ہبِ قَتِلِ دِیَدان,مخصوص نہیں,مخصوص نہیں,سرد خشک,['زرا سیاہ 300 گرام'],['مرے اور ماں'],['قتل اور قتل اور قتل'],5 سے 10 جی,جڑی بوٹیوں کی تشکیل کو ڈیڈن ایما کے علاج میں استعمال کیا جاتا ہے
Habb-e-Qoqaya,not specified,not specified,hot dry,['post e halela zard 3g sarphuka 3g gul e surkh 3g barg e shahtara 3g tukhm e kishneez 3g barg e hina 2g sandal surkh 3g sandal safaid 3g brahmdandi 3g neel kanthi 3g zeera safaid lg'],['data not available'],['data not available'],3 5g decoction,the herb formulation is used in the treatment of data not available,,ہابِ قُقایا,مخصوص نہیں,مخصوص نہیں,گرم خشک,['پوسٹ ای ہالہ زارد 3 جی سرفوکا 3 جی گل ای سورخ 3 جی بارگ ای شاٹھرا 3 جی توکھم ای کشنز 3 جی بارگ ای ہینا 2 جی سینڈل سورخ 3 جی سینڈل صفید 3 جی برہمندین 3 جی نیل کے ساتھ 3 جی زرا صفید lg'],['دستیاب نہیں'],['دستیاب نہیں'],3 5 جی ڈائیکوریشن,جڑی بوٹیوں کی تشکیل دستیاب نہیں ہونے والے اعداد و شمار کے علاج میں استعمال کی جاتی ہے
Habb-e-Quba,not specified,not specified,hot wet,['seemab 10g'],['quba'],['daf e taffun'],for local application only,the herb formulation is used in the treatment of quba,,حبِ قُبّہ,مخصوص نہیں,مخصوص نہیں,گرم مٹی,['10 جی'],['کُبّا'],['ڈاف اور ٹافون'],صرف مقامی درخواست کے لیے,کبا کے علاج میں جڑی بوٹیوں کا فارمولا استعمال کیا جاتا ہے
Habb-e-Qudrat,not specified,not specified,hot dry,['kabab chini 10g'],['zof e bah tabkheer zof e qalb'],['mugawwi mubahi mufarreh e qalb'],1 2g bid,the herb formulation is used in the treatment of zof e bah tabkheer zof e qalb,,حبِ القدرات,مخصوص نہیں,مخصوص نہیں,گرم خشک,['کباب کینی 10 گرام'],['زفِ اَبھِ تَبھِر زفِ اَبھِ قلب'],['موگاوی موباهی موفرہِ قلب'],12 گرام کی پیش کش,جڑی بوٹیوں کی تشکیل زوفی اور باہ کے علاج میں استعمال کی جاتی ہے
Habb-e-Qula,not specified,not specified,cold wet,['afyun lg tukhm e ispast lg aqaqia l g gul e surkh l g habb ul aas lg luab e samagh e arabi qs'],['is hal'],['qabiz'],150 250 mg,the herb formulation is used in the treatment of is hal,,ہابِ الٰہی,مخصوص نہیں,مخصوص نہیں,سرد گیلے,['افیون ایل جی ٹوکھم ای اسپاٹ ایل جی ایکیا ایل جی گل ای سورخ ایل جی ہب ال ای جی لواب ای سماگ ای عرب کیو ایس'],['ہال ہے'],['کبیز'],150 250 مگ,ہال کے علاج میں جڑی بوٹیوں کی تشکیل کا استعمال کیا جاتا ہے
Habb-e-Radey,not specified,not specified,hot dry,['murdar sang log'],['warm busoor ramad for ophthalmic use'],['data not available'],3 5g decoction,the herb formulation is used in the treatment of warm busoor ramad for ophthalmic use,,ہاب-ای-ریڈی,مخصوص نہیں,مخصوص نہیں,گرم خشک,['قاتل گانا لک'],['چشم کے استعمال کے لئے گرم بوسور رماد'],['دستیاب نہیں'],3 5 جی ڈائیکوریشن,جڑی بوٹیوں کی تشکیل کا استعمال گرم busoor ramad کے علاج میں آنکھوں کے استعمال کے لئے کیا جاتا ہے
Habb-e-Rahat,not specified,not specified,cold dry,['usara e afsanteen 10g shahm e hanzal sg'],['data not available'],['data not available'],3 5g decoction,the herb formulation is used in the treatment of data not available,,ہابِ رَہات,مخصوص نہیں,مخصوص نہیں,سرد خشک,['استعمال کرنے والے اور ان کے لئے 10g shahm e hanzal sg'],['دستیاب نہیں'],['دستیاب نہیں'],3 5 جی ڈائیکوریشن,جڑی بوٹیوں کی تشکیل دستیاب نہیں ہونے والے اعداد و شمار کے علاج میں استعمال کی جاتی ہے
Habb-e-Ras Kapoor,not specified,not specified,hot dry,['data not available'],['aatishak'],['daf e taffun daf e sumoom'],2 5g daily,the herb formulation is used in the treatment of aatishak,,حبِ راس کپور,مخصوص نہیں,مخصوص نہیں,گرم خشک,['دستیاب نہیں'],['اتیشاک'],['ڈا اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف اِف ا'],روزانہ 2 5 جی,جڑی بوٹیوں کی تشکیل سے اتیشک کے علاج میں استعمال کیا جاتا ہے
Habb-e-Rasha,not specified,not specified,hot wet,['aaqarqarha 30 g'],['rasha'],['muqawwi e asab musakkin'],3 g,the herb formulation is used in the treatment of rasha,,ہابِ رَشا,مخصوص نہیں,مخصوص نہیں,گرم مٹی,['آکرہ 30 گرام'],['راشا'],['مُقاوِیِ ای اساب موسکِن'],3 جی,راشا کے علاج میں جڑی بوٹیوں کا فارمولا استعمال کیا جاتا ہے
Habb-e-Rumman,not specified,not specified,hot dry,['anar kham mushwi 200 g'],['ishal zaheer'],['qabiz muqawwi e meda'],250 mg,the herb formulation is used in the treatment of ishal zaheer,,ہاب-ای-روممن,مخصوص نہیں,مخصوص نہیں,گرم خشک,['آنر kham مشوی 200 گرام'],['ایشال زہر'],['قَبِیزُ مُقَاوِیِ مَدَد'],250 ملی گرام,جڑی بوٹیوں کی تشکیل کو ایشال زہر کے علاج میں استعمال کیا جاتا ہے
Habb-e-Sabz,not specified,not specified,cold dry,['data not available'],['ramad sabal for ophthalmic use'],['data not available'],1 2g bid,the herb formulation is used in the treatment of ramad sabal for ophthalmic use,,ہابب-ای-سابز,مخصوص نہیں,مخصوص نہیں,سرد خشک,['دستیاب نہیں'],['چشموں کے استعمال کے لیے راماد sabal'],['دستیاب نہیں'],12 گرام کی پیش کش,اس جڑی بوٹی کی تشکیل کا استعمال رماد sabal کے علاج میں آنکھوں کے استعمال کے لیے کیا جاتا ہے
Habb-e-Sadar,not specified,not specified,hot dry,['mom kham 250 g'],['waj ul sadr'],['musakkin'],400 mg twice a day with lukewarm water,the herb formulation is used in the treatment of waj ul sadr,,ہابِِِ سَدر,مخصوص نہیں,مخصوص نہیں,گرم خشک,['ماں kham 250 گرام'],['وَجُلَ سَدَر'],['مچھلی'],گرم پانی کے ساتھ 400 ملی گرام دو بار دن میں,جے یو ایل سدر کے علاج میں جڑی بوٹیوں کا فارمولا استعمال کیا جاتا ہے
Habb-e-Sadr,not specified,not specified,hot wet,['data not available'],['data not available'],['munagqqi e balgham'],2 5g daily,the herb formulation is used in the treatment of data not available,,ہابِ سدر,مخصوص نہیں,مخصوص نہیں,گرم مٹی,['دستیاب نہیں'],['دستیاب نہیں'],['منگقی اور بلہم'],روزانہ 2 5 جی,جڑی بوٹیوں کی تشکیل دستیاب نہیں ہونے والے اعداد و شمار کے علاج میں استعمال کی جاتی ہے
Habb-e-Sahlul Wajood,not specified,not specified,hot dry,['data not available'],['jarayan ehtelam surat e inzal is hal'],['data not available'],consult practitioner,the herb formulation is used in the treatment of jarayan ehtelam surat e inzal is hal,,حبِ سَحُلُ وَجُود,مخصوص نہیں,مخصوص نہیں,گرم خشک,['دستیاب نہیں'],['جریان ایہلم surat ای انزل ہے'],['دستیاب نہیں'],مشاورت کرنے والا,جرائےان ایتلیم surat e انزال کا علاج کرنے میں جڑی بوٹیوں کا فارمولا استعمال کیا جاتا ہے
Habb-e-Sailan-e-Luab-e-Dahan,not specified,not specified,cold dry,['namak toam 30g'],['bakhrul fam siql e lisan for local application 20'],['data not available'],5 10ml,the herb formulation is used in the treatment of bakhrul fam siql e lisan for local application 20,,ہابِ الْسَیْلانِ الْلُوبِ الْدَهَانِ,مخصوص نہیں,مخصوص نہیں,سرد خشک,['نَکَمُ 30 گرام'],['مقامی درخواست کے لیے لائسنس یافتہ 20'],['دستیاب نہیں'],5 10 ملی لیٹر,جڑی بوٹیوں کی تشکیل مقامی طور پر استعمال کے لئے Bakhrul fam siql e lisan کے علاج میں استعمال کیا جاتا ہے 20
Habb-e-Sakbeenaj,not specified,not specified,cold dry,['anisoon 2 52'],['data not available'],['daf e humma'],consult practitioner,the herb formulation is used in the treatment of data not available,,ہابب-ای-ساکبیناج,مخصوص نہیں,مخصوص نہیں,سرد خشک,['ایک ماہ 2 52'],['دستیاب نہیں'],['ڈاف اور ہما'],مشاورت کرنے والا,جڑی بوٹیوں کی تشکیل دستیاب نہیں ہونے والے اعداد و شمار کے علاج میں استعمال کی جاتی ہے
Habb-e-Sakta,not specified,not specified,cold wet,['turbud 10 g'],['data not available'],['mufatteh e sudad'],3 to 10 g,the herb formulation is used in the treatment of data not available,,ہببِِ سَکتا,مخصوص نہیں,مخصوص نہیں,سرد گیلے,['ٹربڈ 10 جی'],['دستیاب نہیں'],['مُفتھِِِِِِِ سُدَد'],3 سے 10 گرام,جڑی بوٹیوں کی تشکیل دستیاب نہیں ہونے والے اعداد و شمار کے علاج میں استعمال کی جاتی ہے
Habb-e-Salaras,not specified,not specified,cold wet,['seemab 10g'],['quba'],['daf e taffun'],for local application only,the herb formulation is used in the treatment of quba,,ہابب-ای-سلاراس,مخصوص نہیں,مخصوص نہیں,سرد گیلے,['10 جی'],['کُبّا'],['ڈاف اور ٹافون'],صرف مقامی درخواست کے لیے,کبا کے علاج میں جڑی بوٹیوں کا فارمولا استعمال کیا جاتا ہے
Habb-e-Sammul Far,not specified,not specified,cold wet,['data not available'],['humma e ijamia zof e asab'],['daf e tap muqawwi e asab musaffi e dam'],500mg 1g,the herb formulation is used in the treatment of humma e ijamia zof e asab,,ہابِ سمُل فَار,مخصوص نہیں,مخصوص نہیں,سرد گیلے,['دستیاب نہیں'],['ہما اور ایجمیا زف اور اساب'],['ڈاف ای ٹاپ موکاووی ای اساب موصفی ای ڈیم'],500 ملی گرام 1 گرام,ہما ای ایجیمیا زوف ای ای ایس اے بی کے علاج میں جڑی بوٹیوں کی تشکیل کا استعمال کیا جاتا ہے
Habb-e-Sammul Far Musakkin,not specified,not specified,hot dry,['data not available'],['waj ul mafasil niqras irqun nisa'],['mohallil e waram musaffi e dam musakkin'],50 100 mg,the herb formulation is used in the treatment of waj ul mafasil niqras irqun nisa,,حبّ السّموّل فار موساکن,مخصوص نہیں,مخصوص نہیں,گرم خشک,['دستیاب نہیں'],['waj ul mafasil niqras irqun nisa'],['محاللی اور وارم موصفی اور ڈیم موسکین'],50 100 ملی گرام,جے او ایل مافاسل نکراس اور ارکون نسا کے علاج میں جڑی بوٹیوں کا فارمولا استعمال کیا جاتا ہے
Habb-e-Sana,not specified,not specified,hot wet,['data not available'],['qabz nafkh e shikam su e hazm'],['mulaiyin kasir e riyah hazim'],5 to 10 g,the herb formulation is used in the treatment of qabz nafkh e shikam su e hazm,,ہابب-ای-سانا,مخصوص نہیں,مخصوص نہیں,گرم مٹی,['دستیاب نہیں'],['قبز نفخِ و شِکَمِ و خطرِ'],['شروعین کَسیر اور ریاح حَزم'],5 سے 10 جی,جڑی بوٹیوں کی تشکیل کا استعمال qabz nafkh e shikam su e hazm کے علاج میں کیا جاتا ہے
Habb-e-Sandal Mutalla,not specified,not specified,cold wet,['data not available'],['sual e muzmin nazla'],['munaffis e balgham musakkin e sual'],250 500mg to be chewed,the herb formulation is used in the treatment of sual e muzmin nazla,,ہاب-ای-ساندال Mutalla,مخصوص نہیں,مخصوص نہیں,سرد گیلے,['دستیاب نہیں'],['سوال و جواب'],['منفیس ای بلگام موسکین ای سوال'],250 500mg کو چوسنا,اس جڑی بوٹی کی تشکیل کو سوال ای muzmin nazla کے علاج میں استعمال کیا جاتا ہے
Habb-e-Sandaroos,not specified,not specified,hot dry,['sandaroos 3 g'],['bawaseer damiya'],['habis ud dam'],500mg 1g,the herb formulation is used in the treatment of bawaseer damiya,,ہاب-ای-سانڈارو,مخصوص نہیں,مخصوص نہیں,گرم خشک,['سینڈاروز 3 گرام'],['بیواسیر damiya'],['بی بی ڈیم'],500 ملی گرام 1 گرام,جڑی بوٹیوں کی تشکیل کو بواسیئر damiya کے علاج میں استعمال کیا جاتا ہے
Habb-e-Sara Khas,not specified,not specified,hot dry,['ustukhuddus 200 g'],['sara um us sibyan'],['muqawwi e dimagh muqawwi e asab'],one pill twice a day,the herb formulation is used in the treatment of sara um us sibyan,,ہابب-ای-سارا خاش,مخصوص نہیں,مخصوص نہیں,گرم خشک,['ustukhuddus 200 گرام'],['سارہ ام یو سیبیان'],['معاوضہ اور معاوضہ'],ایک گولی دو بار دن میں,اس جڑی بوٹی کی تشکیل کا استعمال سارہ ام یو ایس سیبیان کے علاج میں کیا جاتا ہے
Habb-e-Sara Qawi,not specified,not specified,cold dry,['lyaraj e faiqra 2g aftimoon 250mg ustukhuddus 250mg ghariqoon 250mg'],['data not available'],['data not available'],5 10ml,the herb formulation is used in the treatment of data not available,,ہبِ سارہ قاوی,مخصوص نہیں,مخصوص نہیں,سرد خشک,['لیراج ای فائیکر 2 جی افٹمنہ 250 ایم جی اور 250 ایم جی اور 250 ایم جی اور 250 ایم جی'],['دستیاب نہیں'],['دستیاب نہیں'],5 10 ملی لیٹر,جڑی بوٹیوں کی تشکیل دستیاب نہیں ہونے والے اعداد و شمار کے علاج میں استعمال کی جاتی ہے
Habb-e-Seemab,not specified,not specified,hot dry,['seemab 40 g'],['falij laqwa rasha aatishak fasad ud dam'],['moaddil'],500 mg,the herb formulation is used in the treatment of falij laqwa rasha aatishak fasad ud dam,,ہابب-ای-سیماب,مخصوص نہیں,مخصوص نہیں,گرم خشک,['40 گرام'],['فالج لغت راشا اتیشک فاضد ud dam'],['موہدیل'],500 ملی گرام,جڑی بوٹی کی تشکیل فالج لیاقوا راشا اتیشک فاساد اوڈ ڈیم کے علاج میں استعمال کی جاتی ہے
